ID,Prob1
482, 0.55
483, 0.25
484, 0.45
485, 0.60
486, 0.32
487, 0.25
488, 0.52
489, 0.14
490, 0.22
491, 0.45
492, 0.39
493, 0.25
494, 0.25
495, 0.38
496, 0.25
497, 0.25
498, 0.39
499, 0.25
500, 0.55
501, 0.25
502, 0.22
503, 0.25
504, 0.22
505, 0.25
506, 0.22
507, 0.52
508, 0.22
509, 0.22
510, 0.60
511, 0.55
512, 0.55
513, 0.22
514, 0.39
515, 0.25
516, 0.55
517, 0.22
518, 0.31
519, 0.25
520, 0.25
521, 0.10
522, 0.55
523, 0.55
524, 0.22
525, 0.32
526, 0.02
527, 0.32
528, 0.39
529, 0.60
530, 0.60
531, 0.32
532, 0.22
533, 0.55
534, 0.25
535, 0.25
536, 0.55
537, 0.25
538, 0.22
539, 0.02
540, 0.25
541, 0.22
542, 0.22
543, 0.10
544, 0.45
545, 0.22
546, 0.25
547, 0.25
548, 0.25
549, 0.22
550, 0.25
551, 0.39
552, 0.45
553, 0.55
554, 0.32
555, 0.22
556, 0.55
557, 0.55
558, 0.32
559, 0.25
560, 0.55
561, 0.65
562, 0.60
563, 0.39
564, 0.22
565, 0.32
566, 0.22
567, 0.39
568, 0.25
569, 0.25
570, 0.55
571, 0.39
572, 0.22
573, 0.45
574, 0.25
575, 0.32
576, 0.22
577, 0.22
578, 0.25
579, 0.22
580, 0.22
581, 0.39
582, 0.32
583, 0.25
584, 0.39
585, 0.52
586, 0.22
587, 0.60
588, 0.55
589, 0.22
590, 0.55
591, 0.34
592, 0.25
593, 0.22
594, 0.22
595, 0.45
596, 0.55
597, 0.25
598, 0.22
599, 0.22
600, 0.22
601, 0.25
602, 0.10
603, 0.22
604, 0.22
605, 0.55
606, 0.25
607, 0.22
608, 0.22
609, 0.31
610, 0.39
611, 0.60
612, 0.12
613, 0.39
614, 0.39
615, 0.02
616, 0.14
617, 0.22
618, 0.55
619, 0.31
620, 0.25
621, 0.02
622, 0.10
623, 0.55
624, 0.25
625, 0.22
626, 0.25
627, 0.22
628, 0.31
629, 0.52
630, 0.38
631, 0.22
632, 0.25
633, 0.22
634, 0.39
635, 0.02
636, 0.22
637, 0.39
638, 0.22
639, 0.22
640, 0.31
641, 0.12
642, 0.22
643, 0.22
644, 0.55
645, 0.60
646, 0.25
647, 0.25
648, 0.32
649, 0.31
650, 0.22
651, 0.12
652, 0.60
653, 0.25
654, 0.25
655, 0.55
656, 0.32
657, 0.38
658, 0.31
659, 0.25
660, 0.32
661, 0.25
662, 0.60
663, 0.22
664, 0.22
665, 0.45
666, 0.60
667, 0.22
668, 0.22
669, 0.22
670, 0.25
671, 0.32
672, 0.55
673, 0.60
674, 0.55
675, 0.22
676, 0.12
677, 0.55
678, 0.39
679, 0.25
680, 0.60
681, 0.32
682, 0.61
683, 0.22
684, 0.39
685, 0.55
686, 0.60
687, 0.22
688, 0.25
689, 0.60
690, 0.22
691, 0.25
692, 0.22
693, 0.25
694, 0.39
695, 0.39
696, 0.39
697, 0.02
698, 0.10
699, 0.25
700, 0.25
701, 0.45
702, 0.22
703, 0.05
704, 0.05
705, 0.22
706, 0.22
707, 0.25
708, 0.25
709, 0.55
710, 0.55
711, 0.55
712, 0.25
713, 0.22
714, 0.22
715, 0.22
716, 0.39
717, 0.25
718, 0.25
719, 0.22
720, 0.55
721, 0.55
722, 0.25
723, 0.25
724, 0.22
725, 0.55
726, 0.25
727, 0.25
728, 0.39
729, 0.22
730, 0.25
731, 0.38
732, 0.39
733, 0.02
734, 0.22
735, 0.55
736, 0.38
737, 0.55
738, 0.05
739, 0.32
740, 0.22
741, 0.22
742, 0.55
743, 0.55
744, 0.25
745, 0.25
746, 0.22
747, 0.25
748, 0.25
749, 0.55
750, 0.10
751, 0.25
752, 0.39
753, 0.55
754, 0.22
755, 0.25
756, 0.55
757, 0.25
758, 0.39
759, 0.14
760, 0.22
761, 0.25
762, 0.25
763, 0.25
764, 0.22
765, 0.25
766, 0.31
767, 0.25
768, 0.14
769, 0.65
770, 0.25
771, 0.55
772, 0.25
773, 0.22
774, 0.55
775, 0.55
776, 0.22
777, 0.22
778, 0.22
779, 0.55
780, 0.34
781, 0.55
782, 0.25
783, 0.60
784, 0.55
785, 0.05
786, 0.22
787, 0.32
788, 0.02
789, 0.60
790, 0.55
791, 0.55
792, 0.60
793, 0.25
794, 0.39
795, 0.22
796, 0.22
797, 0.22
798, 0.55
799, 0.32
800, 0.25
801, 0.25
802, 0.22
803, 0.25
804, 0.10
805, 0.25
806, 0.55
807, 0.22
808, 0.22
809, 0.39
810, 0.25
811, 0.22
812, 0.32
813, 0.25
814, 0.55
815, 0.45
816, 0.32
817, 0.39
818, 0.25
819, 0.25
820, 0.22
821, 0.39
822, 0.22
823, 0.25
824, 0.22
825, 0.25
826, 0.22
827, 0.22
828, 0.55
829, 0.22
830, 0.55
831, 0.25
832, 0.45
833, 0.22
834, 0.22
835, 0.22
836, 0.22
837, 0.60
838, 0.22
839, 0.02
840, 0.14
841, 0.39
842, 0.60
843, 0.31
844, 0.25
845, 0.22
846, 0.22
847, 0.25
848, 0.55
849, 0.22
850, 0.22
851, 0.22
852, 0.32
853, 0.38
854, 0.55
855, 0.25
856, 0.22
857, 0.22
858, 0.60
859, 0.22
860, 0.22
861, 0.22
862, 0.39
863, 0.22
864, 0.22
865, 0.32
866, 0.55
867, 0.60
868, 0.25
869, 0.22
870, 0.22
871, 0.32
872, 0.22
873, 0.02
874, 0.39
875, 0.55
876, 0.22
877, 0.25
878, 0.10
879, 0.45
880, 0.22
881, 0.55
882, 0.38
883, 0.25
884, 0.02
885, 0.38
886, 0.25
887, 0.32
888, 0.32
889, 0.22
890, 0.38
891, 0.14
892, 0.22
893, 0.22
894, 0.22
895, 0.60
896, 0.32
897, 0.22
898, 0.22
899, 0.22
900, 0.22
901, 0.45
902, 0.45
903, 0.22
904, 0.22
905, 0.25
906, 0.45
907, 0.45
908, 0.25
909, 0.22
910, 0.55
911, 0.22
912, 0.22
913, 0.39
914, 0.45
915, 0.22
916, 0.45
917, 0.22
918, 0.45
919, 0.14
920, 0.25
921, 0.22
922, 0.25
923, 0.52
924, 0.52
925, 0.32
926, 0.10
927, 0.55
928, 0.25
929, 0.10
930, 0.25
931, 0.25
932, 0.31
933, 0.32
934, 0.39
935, 0.22
936, 0.22
937, 0.60
938, 0.22
939, 0.32
940, 0.10
941, 0.22
942, 0.25
943, 0.52
944, 0.45
945, 0.22
946, 0.31
947, 0.39
948, 0.25
949, 0.25
950, 0.55
951, 0.39
952, 0.25
953, 0.25
954, 0.39
955, 0.52
956, 0.25
957, 0.45
958, 0.22
959, 0.39
960, 0.22
961, 0.45
962, 0.25
963, 0.02
964, 0.25
965, 0.25
966, 0.25
967, 0.31
968, 0.55
969, 0.05
970, 0.22
971, 0.25
972, 0.60
973, 0.39
974, 0.32
975, 0.45
976, 0.25
977, 0.60
978, 0.25
979, 0.25
980, 0.55
981, 0.22
982, 0.22
983, 0.22
984, 0.22
985, 0.25
986, 0.60
987, 0.39
988, 0.55
989, 0.39
990, 0.25
991, 0.22
992, 0.22
993, 0.10
994, 0.25
995, 0.25
996, 0.45
997, 0.55
998, 0.55
999, 0.60
1000, 0.38
1001, 0.22
1002, 0.22
1003, 0.34
1004, 0.22
1005, 0.39
1006, 0.34
1007, 0.32
1008, 0.02
1009, 0.55
1010, 0.22
1011, 0.22
1012, 0.22
1013, 0.25
1014, 0.25
1015, 0.22
1016, 0.60
1017, 0.22
1018, 0.39
1019, 0.22
1020, 0.39
1021, 0.22
1022, 0.39
1023, 0.22
1024, 0.22
1025, 0.14
1026, 0.25
1027, 0.22
1028, 0.39
1029, 0.25
1030, 0.25
1031, 0.39
1032, 0.52
1033, 0.38
1034, 0.39
1035, 0.25
1036, 0.25
1037, 0.39
1038, 0.52
1039, 0.39
1040, 0.39
1041, 0.32
1042, 0.25
1043, 0.14
1044, 0.25
1045, 0.22
1046, 0.22
1047, 0.25
1048, 0.22
1049, 0.22
1050, 0.52
1051, 0.34
1052, 0.25
1053, 0.25
1054, 0.25
1055, 0.55
1056, 0.22
1057, 0.25
1058, 0.39
1059, 0.32
1060, 0.60
1061, 0.32
1062, 0.22
1063, 0.60
1064, 0.25
1065, 0.25
1066, 0.45
1067, 0.25
1068, 0.39
1069, 0.25
1070, 0.55
1071, 0.32
1072, 0.55
1073, 0.55
1074, 0.22
1075, 0.22
1076, 0.25
1077, 0.55
1078, 0.39
1079, 0.02
1080, 0.25
1081, 0.38
1082, 0.39
1083, 0.60
1084, 0.22
1085, 0.02
1086, 0.45
1087, 0.25
1088, 0.22
1089, 0.39
1090, 0.55
1091, 0.45
1092, 0.25
1093, 0.38
1094, 0.25
1095, 0.39
1096, 0.55
1097, 0.22
1098, 0.22
1099, 0.12
1100, 0.22
1101, 0.32
1102, 0.22
1103, 0.14
1104, 0.60
1105, 0.39
1106, 0.38
1107, 0.25
1108, 0.22
1109, 0.55
1110, 0.25
1111, 0.60
1112, 0.02
1113, 0.22
1114, 0.60
1115, 0.25
1116, 0.55
1117, 0.22
1118, 0.39
1119, 0.25
1120, 0.39
1121, 0.25
1122, 0.02
1123, 0.25
1124, 0.25
1125, 0.55
1126, 0.22
1127, 0.25
1128, 0.60
1129, 0.52
1130, 0.55
1131, 0.22
1132, 0.32
1133, 0.25
1134, 0.22
1135, 0.25
1136, 0.22
1137, 0.55
1138, 0.39
1139, 0.22
1140, 0.25
1141, 0.60
1142, 0.25
1143, 0.39
1144, 0.02
1145, 0.32
1146, 0.22
1147, 0.02
1148, 0.32
1149, 0.32
1150, 0.60
1151, 0.39
1152, 0.61
1153, 0.22
1154, 0.60
1155, 0.25
1156, 0.39
1157, 0.34
1158, 0.25
1159, 0.32
1160, 0.61
1161, 0.55
1162, 0.14
1163, 0.22
1164, 0.22
1165, 0.22
1166, 0.45
1167, 0.32
1168, 0.10
1169, 0.22
1170, 0.25
1171, 0.60
1172, 0.55
1173, 0.55
1174, 0.22
1175, 0.22
1176, 0.83
1177, 0.22
1178, 0.22
1179, 0.22
1180, 0.55
1181, 0.22
1182, 0.22
1183, 0.55
1184, 0.55
1185, 0.31
1186, 0.22
1187, 0.25
1188, 0.22
1189, 0.22
1190, 0.39
1191, 0.22
1192, 0.32
1193, 0.22
1194, 0.60
1195, 0.32
1196, 0.22
1197, 0.39
1198, 0.45
1199, 0.22
1200, 0.25
1201, 0.55
1202, 0.22
1203, 0.22
1204, 0.38
1205, 0.31
1206, 0.25
1207, 0.39
1208, 0.25
1209, 0.25
1210, 0.22
1211, 0.25
1212, 0.22
1213, 0.22
1214, 0.39
1215, 0.22
1216, 0.25
1217, 0.22
1218, 0.25
1219, 0.31
1220, 0.22
1221, 0.25
1222, 0.25
1223, 0.32
1224, 0.22
1225, 0.32
1226, 0.22
1227, 0.25
1228, 0.60
1229, 0.25
1230, 0.25
1231, 0.55
1232, 0.25
1233, 0.22
1234, 0.39
1235, 0.25
1236, 0.79
1237, 0.39
1238, 0.25
1239, 0.10
1240, 0.12
1241, 0.39
1242, 0.55
1243, 0.22
1244, 0.22
1245, 0.25
1246, 0.22
1247, 0.45
1248, 0.34
1249, 0.55
1250, 0.61
1251, 0.65
1252, 0.02
1253, 0.22
1254, 0.52
1255, 0.22
1256, 0.14
1257, 0.25
1258, 0.39
1259, 0.22
1260, 0.55
1261, 0.55
1262, 0.12
1263, 0.55
1264, 0.22
1265, 0.22
1266, 0.25
1267, 0.39
1268, 0.55
1269, 0.25
1270, 0.55
1271, 0.22
1272, 0.83
1273, 0.60
1274, 0.45
1275, 0.39
1276, 0.55
1277, 0.39
1278, 0.55
1279, 0.39
1280, 0.25
1281, 0.25
1282, 0.55
1283, 0.32
1284, 0.22
1285, 0.25
1286, 0.25
1287, 0.55
1288, 0.31
1289, 0.22
1290, 0.55
1291, 0.34
1292, 0.39
1293, 0.55
1294, 0.22
1295, 0.39
1296, 0.25
1297, 0.22
1298, 0.25
1299, 0.22
1300, 0.22
1301, 0.25
1302, 0.02
1303, 0.32
1304, 0.22
1305, 0.25
1306, 0.22
1307, 0.25
1308, 0.39
1309, 0.25
1310, 0.38
1311, 0.60
1312, 0.60
1313, 0.25
1314, 0.22
1315, 0.25
1316, 0.32
1317, 0.39
1318, 0.25
1319, 0.22
1320, 0.22
1321, 0.39
1322, 0.12
1323, 0.25
1324, 0.39
1325, 0.39
1326, 0.22
1327, 0.22
1328, 0.10
1329, 0.22
1330, 0.25
1331, 0.32
1332, 0.55
1333, 0.22
1334, 0.25
1335, 0.22
1336, 0.55
1337, 0.25
1338, 0.39
1339, 0.25
1340, 0.39
1341, 0.39
1342, 0.60
1343, 0.25
1344, 0.39
1345, 0.39
1346, 0.25
1347, 0.25
1348, 0.25
1349, 0.22
1350, 0.55
1351, 0.60
1352, 0.22
1353, 0.55
1354, 0.22
1355, 0.25
1356, 0.39
1357, 0.45
1358, 0.55
1359, 0.22
1360, 0.60
1361, 0.25
1362, 0.10
1363, 0.10
1364, 0.55
1365, 0.22
1366, 0.60
1367, 0.25
1368, 0.05
1369, 0.60
1370, 0.45
1371, 0.25
1372, 0.22
1373, 0.25
1374, 0.39
1375, 0.25
1376, 0.22
1377, 0.22
1378, 0.12
1379, 0.32
1380, 0.60
1381, 0.25
1382, 0.25
1383, 0.22
1384, 0.22
1385, 0.22
1386, 0.22
1387, 0.55
1388, 0.22
1389, 0.22
1390, 0.39
1391, 0.39
1392, 0.25
1393, 0.25
1394, 0.25
1395, 0.22
1396, 0.45
1397, 0.25
1398, 0.22
1399, 0.55
1400, 0.22
1401, 0.22
1402, 0.22
1403, 0.22
1404, 0.65
1405, 0.25
1406, 0.39
1407, 0.38
1408, 0.39
1409, 0.39
1410, 0.39
1411, 0.25
1412, 0.39
1413, 0.25
1414, 0.25
1415, 0.22
1416, 0.25
1417, 0.25
1418, 0.22
1419, 0.55
1420, 0.39
1421, 0.39
1422, 0.25
1423, 0.34
1424, 0.22
1425, 0.22
1426, 0.22
1427, 0.22
1428, 0.39
1429, 0.22
1430, 0.22
1431, 0.22
1432, 0.39
1433, 0.22
1434, 0.22
1435, 0.45
1436, 0.39
1437, 0.25
1438, 0.22
1439, 0.22
1440, 0.39
1441, 0.52
1442, 0.39
1443, 0.25
1444, 0.25
1445, 0.25
1446, 0.55
1447, 0.22
1448, 0.22
1449, 0.22
1450, 0.25
1451, 0.22
1452, 0.60
1453, 0.22
1454, 0.22
1455, 0.25
1456, 0.22
1457, 0.32
1458, 0.25
1459, 0.25
1460, 0.25
1461, 0.31
1462, 0.22
1463, 0.22
1464, 0.25
1465, 0.22
1466, 0.22
1467, 0.60
1468, 0.39
1469, 0.25
1470, 0.25
1471, 0.25
1472, 0.25
1473, 0.25
1474, 0.22
1475, 0.22
1476, 0.39
1477, 0.22
1478, 0.22
1479, 0.25
1480, 0.22
1481, 0.39
1482, 0.32
1483, 0.60
1484, 0.22
1485, 0.22
1486, 0.55
1487, 0.25
1488, 0.32
1489, 0.22
1490, 0.22
1491, 0.25
1492, 0.60
1493, 0.55
1494, 0.55
1495, 0.22
1496, 0.39
1497, 0.32
1498, 0.22
1499, 0.22
1500, 0.39
1501, 0.22
1502, 0.45
1503, 0.52
1504, 0.60
1505, 0.39
1506, 0.22
1507, 0.60
1508, 0.55
1509, 0.25
1510, 0.25
1511, 0.55
1512, 0.02
1513, 0.53
1514, 0.22
1515, 0.22
1516, 0.22
1517, 0.55
1518, 0.60
1519, 0.25
1520, 0.32
1521, 0.39
1522, 0.25
1523, 0.31
1524, 0.22
1525, 0.22
1526, 0.32
1527, 0.39
1528, 0.02
1529, 0.25
1530, 0.45
1531, 0.34
1532, 0.22
1533, 0.32
1534, 0.10
1535, 0.22
1536, 0.55
1537, 0.55
1538, 0.22
1539, 0.22
1540, 0.39
1541, 0.32
1542, 0.05
1543, 0.22
1544, 0.39
1545, 0.02
1546, 0.25
1547, 0.52
1548, 0.55
1549, 0.22
1550, 0.25
1551, 0.25
1552, 0.25
1553, 0.39
1554, 0.22
1555, 0.39
1556, 0.39
1557, 0.31
1558, 0.60
1559, 0.25
1560, 0.25
1561, 0.22
1562, 0.22
1563, 0.25
1564, 0.22
1565, 0.32
1566, 0.14
1567, 0.39
1568, 0.32
1569, 0.22
1570, 0.22
1571, 0.22
1572, 0.25
1573, 0.39
1574, 0.55
1575, 0.25
1576, 0.60
1577, 0.22
1578, 0.32
1579, 0.39
1580, 0.22
1581, 0.25
1582, 0.39
1583, 0.32
1584, 0.22
1585, 0.25
1586, 0.25
1587, 0.39
1588, 0.25
1589, 0.22
1590, 0.14
1591, 0.39
1592, 0.14
1593, 0.25
1594, 0.22
1595, 0.22
1596, 0.25
1597, 0.14
1598, 0.22
1599, 0.25
1600, 0.39
1601, 0.39
1602, 0.25
1603, 0.14
1604, 0.55
1605, 0.25
1606, 0.45
1607, 0.55
1608, 0.25
1609, 0.02
1610, 0.39
1611, 0.32
1612, 0.22
1613, 0.22
1614, 0.25
1615, 0.22
1616, 0.25
1617, 0.60
1618, 0.22
1619, 0.25
1620, 0.25
1621, 0.39
1622, 0.39
1623, 0.32
1624, 0.22
1625, 0.60
1626, 0.32
1627, 0.25
1628, 0.32
1629, 0.10
1630, 0.25
1631, 0.22
1632, 0.55
1633, 0.39
1634, 0.25
1635, 0.55
1636, 0.55
1637, 0.32
1638, 0.38
1639, 0.25
1640, 0.45
1641, 0.32
1642, 0.25
1643, 0.55
1644, 0.25
1645, 0.22
1646, 0.39
1647, 0.39
1648, 0.45
1649, 0.39
1650, 0.22
1651, 0.45
1652, 0.45
1653, 0.55
1654, 0.22
1655, 0.22
1656, 0.22
1657, 0.55
1658, 0.25
1659, 0.55
1660, 0.25
1661, 0.55
1662, 0.22
1663, 0.39
1664, 0.60
1665, 0.55
1666, 0.25
1667, 0.25
1668, 0.25
1669, 0.52
1670, 0.05
1671, 0.22
1672, 0.55
1673, 0.22
1674, 0.22
1675, 0.25
1676, 0.22
1677, 0.55
1678, 0.39
1679, 0.25
1680, 0.55
1681, 0.22
1682, 0.39
1683, 0.39
1684, 0.25
1685, 0.52
1686, 0.55
1687, 0.39
1688, 0.55
1689, 0.02
1690, 0.55
1691, 0.14
1692, 0.22
1693, 0.38
1694, 0.22
1695, 0.22
1696, 0.55
1697, 0.60
1698, 0.39
1699, 0.22
1700, 0.22
1701, 0.60
1702, 0.31
1703, 0.55
1704, 0.55
1705, 0.25
1706, 0.25
1707, 0.32
1708, 0.22
1709, 0.25
1710, 0.52
1711, 0.60
1712, 0.22
1713, 0.25
1714, 0.22
1715, 0.22
1716, 0.05
1717, 0.60
1718, 0.22
1719, 0.25
1720, 0.39
1721, 0.22
1722, 0.32
1723, 0.22
1724, 0.22
1725, 0.32
1726, 0.05
1727, 0.55
1728, 0.10
1729, 0.22
1730, 0.22
1731, 0.60
1732, 0.25
1733, 0.60
1734, 0.38
1735, 0.22
1736, 0.60
1737, 0.60
1738, 0.25
1739, 0.55
1740, 0.25
1741, 0.25
1742, 0.55
1743, 0.22
1744, 0.39
1745, 0.14
1746, 0.39
1747, 0.22
1748, 0.25
1749, 0.39
1750, 0.45
1751, 0.25
1752, 0.25
1753, 0.22
1754, 0.34
1755, 0.22
1756, 0.25
1757, 0.34
1758, 0.65
1759, 0.39
1760, 0.22
1761, 0.25
1762, 0.31
1763, 0.22
1764, 0.25
1765, 0.38
1766, 0.55
1767, 0.55
1768, 0.55
1769, 0.55
1770, 0.39
1771, 0.55
1772, 0.32
1773, 0.55
1774, 0.02
1775, 0.22
1776, 0.22
1777, 0.32
1778, 0.61
1779, 0.22
1780, 0.22
1781, 0.55
1782, 0.32
1783, 0.25
1784, 0.22
1785, 0.45
1786, 0.22
1787, 0.22
1788, 0.02
1789, 0.25
1790, 0.22
1791, 0.22
1792, 0.60
1793, 0.25
1794, 0.60
1795, 0.34
1796, 0.55
1797, 0.39
1798, 0.25
1799, 0.22
1800, 0.55
1801, 0.55
1802, 0.38
1803, 0.38
1804, 0.45
1805, 0.10
1806, 0.45
1807, 0.25
1808, 0.22
1809, 0.31
1810, 0.25
1811, 0.22
1812, 0.60
1813, 0.22
1814, 0.25
1815, 0.22
1816, 0.02
1817, 0.45
1818, 0.25
1819, 0.45
1820, 0.39
1821, 0.31
1822, 0.22
1823, 0.55
1824, 0.31
1825, 0.22
1826, 0.55
1827, 0.25
1828, 0.25
1829, 0.45
1830, 0.25
1831, 0.25
1832, 0.45
1833, 0.55
1834, 0.22
1835, 0.25
1836, 0.22
1837, 0.22
1838, 0.22
1839, 0.22
1840, 0.32
1841, 0.55
1842, 0.02
1843, 0.22
1844, 0.55
1845, 0.32
1846, 0.45
1847, 0.32
1848, 0.22
1849, 0.22
1850, 0.25
1851, 0.34
1852, 0.22
1853, 0.22
1854, 0.22
1855, 0.22
1856, 0.25
1857, 0.22
1858, 0.22
1859, 0.22
1860, 0.32
1861, 0.52
1862, 0.60
1863, 0.02
1864, 0.25
1865, 0.45
1866, 0.22
1867, 0.34
1868, 0.32
1869, 0.25
1870, 0.39
1871, 0.22
1872, 0.39
